,img_id,recall_10,recall_100,recall_250,recall_500,recall,map_10,map_100,map_250,map_500,map
860,5-I1KW3scIc4pbsZ,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.822817460317,0.195202209215,0.096346838322,0.0550949009666,0.0310106876361
861,dWX45rH7fzy7tPlU,0.333333333333,0.666666666667,0.666666666667,0.888888888889,1.0,0.550357142857,0.164337811037,0.087654269978,0.0541076932555,0.0326234111483
862,MJqXhbHIdDAqrBMm,0.375,1.0,1.0,1.0,1.0,0.211904761905,0.137008761954,0.084029032199,0.0530888869884,0.0320856229387
863,AP2d6kPS0Fs9iC2_,0.166666666667,0.5,0.833333333333,0.833333333333,0.833333333333,0.0645634920635,0.0458729233892,0.032412545964,0.0231277547876,0.0150271145466
864,gJMjk2WRu3Cmx0mW,0.8,1.0,1.0,1.0,1.0,0.421071428571,0.140150416121,0.0743261210841,0.0440845423476,0.0255055083266
865,MArSr8CjUst9qIA7,0.6,0.9,0.9,1.0,1.0,0.778095238095,0.253701105383,0.134359160498,0.0809442560786,0.0473986023449
866,-q-lecPJgKXcZnOI,0.263157894737,1.0,1.0,1.0,1.0,1.0,0.708848033456,0.422360468615,0.26378349603,0.158212350376
867,iVN22JuTgd61WkRa,0.1,0.1,0.1,0.1,0.3,0.292896825397,0.0518737751764,0.0244027009977,0.01358564686,0.00847498047648
868,FhwdAJ46w3nyp8TX,0.0,0.25,0.5,0.625,0.75,0.0,0.0265643437393,0.0207027107976,0.0166648077564,0.0119042830546
869,cjug7f5pP2nX5PxB,0.0,0.375,0.375,0.5,0.75,0.0,0.0241246025313,0.020609413794,0.0153932119425,0.0112582637502
870,0O-0cAnEBxDjw-uy,0.0,0.4,0.6,0.6,0.6,0.0,0.0226155791391,0.0178681131152,0.0130869456409,0.00862141511214
871,c_Aqj9ViR6fSu8O7,0.4,0.8,0.8,0.8,0.8,0.40246031746,0.11584145569,0.0609493459847,0.0360118584368,0.0207765189406
872,2CJxF38F_Qgg6Fhi,0.190476190476,0.785714285714,0.880952380952,0.904761904762,0.97619047619,0.942103174603,0.56257403249,0.352539123904,0.228106295589,0.141547181466
873,YGB9Nog07C_wzHGG,1.0,1.0,1.0,1.0,1.0,0.822817460317,0.195202209215,0.096346838322,0.0550949009666,0.0310106876361
